activity_id,week,location_id,co_share_group
A048,7,SEC:BET:S13_S14:EB,b1
A049,11,PLAT:BET:H02:WB,b1
A049,11,PLAT:BET:S15:WB,b1
A049,11,PLAT:BET:S16:WB,b1
A049,11,SEC:BET:H02_S15:WB,b1
A049,11,SEC:BET:S15_S16:WB,b1
A049,12,PLAT:BET:H02:WB,b1
A049,12,PLAT:BET:S15:WB,b1
A049,12,PLAT:BET:S16:WB,b1
A049,12,SEC:BET:H02_S15:WB,b1
A049,12,SEC:BET:S15_S16:WB,b1
A049,13,PLAT:BET:H02:WB,b1
A049,13,PLAT:BET:S15:WB,b1
A049,13,PLAT:BET:S16:WB,b1
A049,13,SEC:BET:H02_S15:WB,b1
A049,13,SEC:BET:S15_S16:WB,b1
A049,17,PLAT:BET:H02:WB,b1
A049,17,PLAT:BET:S15:WB,b1
A049,17,PLAT:BET:S16:WB,b1
A049,17,SEC:BET:H02_S15:WB,b1
A049,17,SEC:BET:S15_S16:WB,b1
A049,26,PLAT:BET:H02:WB,b1
A049,26,PLAT:BET:S15:WB,b1
A049,26,PLAT:BET:S16:WB,b1
A049,26,SEC:BET:H02_S15:WB,b1
A049,26,SEC:BET:S15_S16:WB,b1
A050,18,PLAT:ALP:H01:WB,b1
A050,18,PLAT:ALP:S03:WB,b1
A050,18,PLAT:ALP:S04:WB,b1
A050,18,SEC:ALP:S03_S04:WB,b1
A050,18,SEC:ALP:S04_H01:WB,b1
A050,25,PLAT:ALP:H01:WB,b1
A050,25,PLAT:ALP:S03:WB,b1
A050,25,PLAT:ALP:S04:WB,b1
A050,25,SEC:ALP:S03_S04:WB,b1
A050,25,SEC:ALP:S04_H01:WB,b1
A051,26,PLAT:BET:S17:WB,b1
A051,26,PLAT:BET:S18:WB,b1
A051,26,SEC:BET:S17_S18:WB,b1
A051,28,PLAT:BET:S17:WB,b1
A051,28,PLAT:BET:S18:WB,b1
A051,28,SEC:BET:S17_S18:WB,b1
A054,19,PLAT:ALP:H01:EB,b1
A054,19,PLAT:ALP:H02:EB,b1
A054,19,PLAT:ALP:S04:EB,b1
A054,19,PLAT:ALP:S05:EB,b1
A054,19,SEC:ALP:H01_H02:EB,b1
A054,19,SEC:ALP:H02_S05:EB,b1
A054,19,SEC:ALP:S04_H01:EB,b1
A054,25,PLAT:ALP:H01:EB,b1
A054,25,PLAT:ALP:H02:EB,b1
A054,25,PLAT:ALP:S04:EB,b1
A054,25,PLAT:ALP:S05:EB,b1
A054,25,SEC:ALP:H01_H02:EB,b1
A054,25,SEC:ALP:H02_S05:EB,b1
A054,25,SEC:ALP:S04_H01:EB,b1
A055,16,PLAT:BET:H01:EB,b1
A055,16,PLAT:BET:H02:EB,b1
A055,16,PLAT:BET:S13:EB,b1
A055,16,PLAT:BET:S14:EB,b1
A055,16,SEC:BET:H01_H02:EB,b1
A055,16,SEC:BET:S13_S14:EB,b1
A055,16,SEC:BET:S14_H01:EB,b1
A056,23,PLAT:ALP:H02:WB,b1
A056,23,PLAT:ALP:S05:WB,b1
A056,23,PLAT:ALP:S06:WB,b1
A056,23,PLAT:ALP:S07:WB,b1
A056,23,SEC:ALP:H02_S05:WB,b1
A056,23,SEC:ALP:S05_S06:WB,b1
A056,23,SEC:ALP:S06_S07:WB,b1
A056,24,PLAT:ALP:H02:WB,b1
A056,24,PLAT:ALP:S05:WB,b1
A056,24,PLAT:ALP:S06:WB,b1
A056,24,PLAT:ALP:S07:WB,b1
A056,24,SEC:ALP:H02_S05:WB,b1
A056,24,SEC:ALP:S05_S06:WB,b1
A056,24,SEC:ALP:S06_S07:WB,b1
A057,15,PLAT:BET:H02:EB,b1
A057,15,PLAT:BET:S15:EB,b1
A057,15,PLAT:BET:S16:EB,b1
A057,15,SEC:BET:H02_S15:EB,b1
A057,15,SEC:BET:S15_S16:EB,b1
A057,17,PLAT:BET:H02:EB,b1
A057,17,PLAT:BET:S15:EB,b1
A057,17,PLAT:BET:S16:EB,b1
A057,17,SEC:BET:H02_S15:EB,b1
A057,17,SEC:BET:S15_S16:EB,b1
A057,18,PLAT:BET:H02:EB,b1
A057,18,PLAT:BET:S15:EB,b1
A057,18,PLAT:BET:S16:EB,b1
A057,18,SEC:BET:H02_S15:EB,b1
A057,18,SEC:BET:S15_S16:EB,b1
A057,19,PLAT:BET:H02:EB,b1
A057,19,PLAT:BET:S15:EB,b1
A057,19,PLAT:BET:S16:EB,b1
A057,19,SEC:BET:H02_S15:EB,b1
A057,19,SEC:BET:S15_S16:EB,b1
A057,21,PLAT:BET:H02:EB,b1
A057,21,PLAT:BET:S15:EB,b1
A057,21,PLAT:BET:S16:EB,b1
A057,21,SEC:BET:H02_S15:EB,b1
A057,21,SEC:BET:S15_S16:EB,b1
A057,22,PLAT:BET:H02:EB,b1
A057,22,PLAT:BET:S15:EB,b1
A057,22,PLAT:BET:S16:EB,b1
A057,22,SEC:BET:H02_S15:EB,b1
A057,22,SEC:BET:S15_S16:EB,b1
A057,25,PLAT:BET:H02:EB,b1
A057,25,PLAT:BET:S15:EB,b1
A057,25,PLAT:BET:S16:EB,b1
A057,25,SEC:BET:H02_S15:EB,b1
A057,25,SEC:BET:S15_S16:EB,b1
A058,7,PLAT:ALP:H01:WB,b1
A058,7,PLAT:ALP:H02:WB,b1
A058,7,PLAT:ALP:S03:WB,b1
A058,7,PLAT:ALP:S04:WB,b1
A058,7,SEC:ALP:H01_H02:WB,b1
A058,7,SEC:ALP:S03_S04:WB,b1
A058,7,SEC:ALP:S04_H01:WB,b1
A058,10,PLAT:ALP:H01:WB,b1
A058,10,PLAT:ALP:H02:WB,b1
A058,10,PLAT:ALP:S03:WB,b1
A058,10,PLAT:ALP:S04:WB,b1
A058,10,SEC:ALP:H01_H02:WB,b1
A058,10,SEC:ALP:S03_S04:WB,b1
A058,10,SEC:ALP:S04_H01:WB,b1
A058,12,PLAT:ALP:H01:WB,b1
A058,12,PLAT:ALP:H02:WB,b1
A058,12,PLAT:ALP:S03:WB,b1
A058,12,PLAT:ALP:S04:WB,b1
A058,12,SEC:ALP:H01_H02:WB,b1
A058,12,SEC:ALP:S03_S04:WB,b1
A058,12,SEC:ALP:S04_H01:WB,b1
A058,13,PLAT:ALP:H01:WB,b1
A058,13,PLAT:ALP:H02:WB,b1
A058,13,PLAT:ALP:S03:WB,b1
A058,13,PLAT:ALP:S04:WB,b1
A058,13,SEC:ALP:H01_H02:WB,b1
A058,13,SEC:ALP:S03_S04:WB,b1
A058,13,SEC:ALP:S04_H01:WB,b1
A058,16,PLAT:ALP:H01:WB,b1
A058,16,PLAT:ALP:H02:WB,b1
A058,16,PLAT:ALP:S03:WB,b1
A058,16,PLAT:ALP:S04:WB,b1
A058,16,SEC:ALP:H01_H02:WB,b1
A058,16,SEC:ALP:S03_S04:WB,b1
A058,16,SEC:ALP:S04_H01:WB,b1
A058,17,PLAT:ALP:H01:WB,b1
A058,17,PLAT:ALP:H02:WB,b1
A058,17,PLAT:ALP:S03:WB,b1
A058,17,PLAT:ALP:S04:WB,b1
A058,17,SEC:ALP:H01_H02:WB,b1
A058,17,SEC:ALP:S03_S04:WB,b1
A058,17,SEC:ALP:S04_H01:WB,b1
A058,19,PLAT:ALP:H01:WB,b1
A058,19,PLAT:ALP:H02:WB,b1
A058,19,PLAT:ALP:S03:WB,b1
A058,19,PLAT:ALP:S04:WB,b1
A058,19,SEC:ALP:H01_H02:WB,b1
A058,19,SEC:ALP:S03_S04:WB,b1
A058,19,SEC:ALP:S04_H01:WB,b1
A059,14,PLAT:ALP:S06:WB,b1
A059,14,PLAT:ALP:S07:WB,b1
A059,14,PLAT:ALP:S08:WB,b1
A059,14,SEC:ALP:S06_S07:WB,b1
A059,14,SEC:ALP:S07_S08:WB,b1
A059,15,PLAT:ALP:S06:WB,b1
A059,15,PLAT:ALP:S07:WB,b1
A059,15,PLAT:ALP:S08:WB,b1
A059,15,SEC:ALP:S06_S07:WB,b1
A059,15,SEC:ALP:S07_S08:WB,b1
A059,16,PLAT:ALP:S06:WB,b1
A059,16,PLAT:ALP:S07:WB,b1
A059,16,PLAT:ALP:S08:WB,b1
A059,16,SEC:ALP:S06_S07:WB,b1
A059,16,SEC:ALP:S07_S08:WB,b1
A059,17,PLAT:ALP:S06:WB,b1
A059,17,PLAT:ALP:S07:WB,b1
A059,17,PLAT:ALP:S08:WB,b1
A059,17,SEC:ALP:S06_S07:WB,b1
A059,17,SEC:ALP:S07_S08:WB,b1
A059,18,PLAT:ALP:S06:WB,b1
A059,18,PLAT:ALP:S07:WB,b1
A059,18,PLAT:ALP:S08:WB,b1
A059,18,SEC:ALP:S06_S07:WB,b1
A059,18,SEC:ALP:S07_S08:WB,b1
A059,19,PLAT:ALP:S06:WB,b1
A059,19,PLAT:ALP:S07:WB,b1
A059,19,PLAT:ALP:S08:WB,b1
A059,19,SEC:ALP:S06_S07:WB,b1
A059,19,SEC:ALP:S07_S08:WB,b1
A059,20,PLAT:ALP:S06:WB,b1
A059,20,PLAT:ALP:S07:WB,b1
A059,20,PLAT:ALP:S08:WB,b1
A059,20,SEC:ALP:S06_S07:WB,b1
A059,20,SEC:ALP:S07_S08:WB,b1
A060,16,PLAT:BET:H02:EB,b1
A060,16,PLAT:BET:S15:EB,b1
A060,16,PLAT:BET:S16:EB,b1
A060,16,SEC:BET:H02_S15:EB,b1
A060,16,SEC:BET:S15_S16:EB,b1
A060,18,PLAT:BET:H02:EB,b1
A060,18,PLAT:BET:S15:EB,b1
A060,18,PLAT:BET:S16:EB,b1
A060,18,SEC:BET:H02_S15:EB,b1
A060,18,SEC:BET:S15_S16:EB,b1
A060,19,PLAT:BET:H02:EB,b1
A060,19,PLAT:BET:S15:EB,b1
A060,19,PLAT:BET:S16:EB,b1
A060,19,SEC:BET:H02_S15:EB,b1
A060,19,SEC:BET:S15_S16:EB,b1
A061,5,PLAT:BET:H01:EB,b1
A061,5,PLAT:BET:H02:EB,b1
A061,5,PLAT:BET:S15:EB,b1
A061,5,SEC:BET:H01_H02:EB,b1
A061,5,SEC:BET:H02_S15:EB,b1
A061,6,PLAT:BET:H01:EB,b1
A061,6,PLAT:BET:H02:EB,b1
A061,6,PLAT:BET:S15:EB,b1
A061,6,SEC:BET:H01_H02:EB,b1
A061,6,SEC:BET:H02_S15:EB,b1
A061,7,PLAT:BET:H01:EB,b1
A061,7,PLAT:BET:H02:EB,b1
A061,7,PLAT:BET:S15:EB,b1
A061,7,SEC:BET:H01_H02:EB,b1
A061,7,SEC:BET:H02_S15:EB,b1
A061,8,PLAT:BET:H01:EB,b1
A061,8,PLAT:BET:H02:EB,b1
A061,8,PLAT:BET:S15:EB,b1
A061,8,SEC:BET:H01_H02:EB,b1
A061,8,SEC:BET:H02_S15:EB,b1
A061,16,PLAT:BET:H01:EB,b1
A061,16,PLAT:BET:H02:EB,b1
A061,16,PLAT:BET:S15:EB,b1
A061,16,SEC:BET:H01_H02:EB,b1
A061,16,SEC:BET:H02_S15:EB,b1
A061,17,PLAT:BET:H01:EB,b1
A061,17,PLAT:BET:H02:EB,b1
A061,17,PLAT:BET:S15:EB,b1
A061,17,SEC:BET:H01_H02:EB,b1
A061,17,SEC:BET:H02_S15:EB,b1
A061,18,PLAT:BET:H01:EB,b1
A061,18,PLAT:BET:H02:EB,b1
A061,18,PLAT:BET:S15:EB,b1
A061,18,SEC:BET:H01_H02:EB,b1
A061,18,SEC:BET:H02_S15:EB,b1
A063,8,PLAT:BET:H01:EB,b1
A063,8,PLAT:BET:H02:EB,b1
A063,8,PLAT:BET:S14:EB,b1
A063,8,SEC:BET:H01_H02:EB,b1
A063,8,SEC:BET:S14_H01:EB,b1
A064,18,PLAT:BET:S15:WB,b1
A064,18,PLAT:BET:S16:WB,b1
A064,18,SEC:BET:S15_S16:WB,b1
A065,20,PLAT:BET:S12:WB,b1
A065,20,PLAT:BET:S13:WB,b1
A065,20,SEC:BET:S12_S13:WB,b1
A066,26,PLAT:ALP:H01:WB,b1
A066,26,PLAT:ALP:S02:WB,b1
A066,26,PLAT:ALP:S03:WB,b1
A066,26,PLAT:ALP:S04:WB,b1
A066,26,SEC:ALP:S02_S03:WB,b1
A066,26,SEC:ALP:S03_S04:WB,b1
A066,26,SEC:ALP:S04_H01:WB,b1
A069,9,PLAT:ALP:H01:WB,b1
A069,9,PLAT:ALP:H02:WB,b1
A069,9,PLAT:ALP:S03:WB,b1
A069,9,PLAT:ALP:S04:WB,b1
A069,9,SEC:ALP:H01_H02:WB,b1
A069,9,SEC:ALP:S03_S04:WB,b1
A069,9,SEC:ALP:S04_H01:WB,b1
A069,10,PLAT:ALP:H01:WB,b1
A069,10,PLAT:ALP:H02:WB,b1
A069,10,PLAT:ALP:S03:WB,b1
A069,10,PLAT:ALP:S04:WB,b1
A069,10,SEC:ALP:H01_H02:WB,b1
A069,10,SEC:ALP:S03_S04:WB,b1
A069,10,SEC:ALP:S04_H01:WB,b1
A070,12,PLAT:ALP:H01:WB,b1
A070,12,PLAT:ALP:S03:WB,b1
A070,12,PLAT:ALP:S04:WB,b1
A070,12,SEC:ALP:S03_S04:WB,b1
A070,12,SEC:ALP:S04_H01:WB,b1
A070,17,PLAT:ALP:H01:WB,b1
A070,17,PLAT:ALP:S03:WB,b1
A070,17,PLAT:ALP:S04:WB,b1
A070,17,SEC:ALP:S03_S04:WB,b1
A070,17,SEC:ALP:S04_H01:WB,b1
A070,21,PLAT:ALP:H01:WB,b1
A070,21,PLAT:ALP:S03:WB,b1
A070,21,PLAT:ALP:S04:WB,b1
A070,21,SEC:ALP:S03_S04:WB,b1
A070,21,SEC:ALP:S04_H01:WB,b1
A070,22,PLAT:ALP:H01:WB,b1
A070,22,PLAT:ALP:S03:WB,b1
A070,22,PLAT:ALP:S04:WB,b1
A070,22,SEC:ALP:S03_S04:WB,b1
A070,22,SEC:ALP:S04_H01:WB,b1
A070,25,PLAT:ALP:H01:WB,b1
A070,25,PLAT:ALP:S03:WB,b1
A070,25,PLAT:ALP:S04:WB,b1
A070,25,SEC:ALP:S03_S04:WB,b1
A070,25,SEC:ALP:S04_H01:WB,b1
A071,25,PLAT:BET:S15:EB,b1
A071,25,PLAT:BET:S16:EB,b1
A071,25,PLAT:BET:S17:EB,b1
A071,25,SEC:BET:S15_S16:EB,b1
A071,25,SEC:BET:S16_S17:EB,b1
A072,26,PLAT:ALP:H01:EB,b1
A072,26,PLAT:ALP:H02:EB,b1
A072,26,PLAT:ALP:S04:EB,b1
A072,26,SEC:ALP:H01_H02:EB,b1
A072,26,SEC:ALP:S04_H01:EB,b1
A073,24,PLAT:BET:H01:EB,b1
A073,24,PLAT:BET:H02:EB,b1
A073,24,PLAT:BET:S15:EB,b2
A073,24,SEC:BET:H01_H02:EB,b1
A073,24,SEC:BET:H02_S15:EB,b1
A074,20,PLAT:ALP:H01:EB,b1
A074,20,PLAT:ALP:H02:EB,b1
A074,20,SEC:ALP:H01_H02:EB,b1
A075,28,PLAT:BET:H01:WB,b1
A075,28,PLAT:BET:H02:WB,b1
A075,28,SEC:BET:H01_H02:WB,b1
